1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,info,ID
4,5,7,3,4,8,7,3,4,9,6,7,8,6,2,7,no_info,729
3,3,5,2,3,5,7,3,4,10,9,10,6,5,2,7,no_info,730
1,1,2,2,1,7,8,5,3,8,7,7,4,8,1,7,no_info,731
3,1,3,2,1,7,8,4,1,7,8,8,7,10,0,8,no_info,732
4,9,4,6,2,7,7,14,2,4,6,8,6,8,0,8,no_info,733
6,9,9,8,11,7,7,4,3,6,6,8,10,9,5,5,no_info,734
5,10,7,7,4,6,8,5,2,7,8,8,9,9,0,8,no_info,735
3,5,6,3,2,6,9,3,5,10,7,7,5,8,1,8,no_info,736
6,11,9,8,4,11,7,5,2,6,9,8,9,9,0,8,no_info,737
6,7,9,5,6,8,6,2,5,9,6,7,8,6,2,7,no_info,738
4,9,5,7,4,8,7,13,1,6,6,8,5,9,0,8,no_info,739
5,6,7,4,3,9,7,3,5,10,3,5,5,9,1,7,no_info,740
6,8,6,6,5,6,10,4,3,9,7,6,7,12,3,6,no_info,741
1,0,2,0,0,8,8,3,0,6,8,8,5,9,0,8,no_info,742
5,6,8,4,4,7,6,2,5,9,7,8,8,5,2,8,no_info,743
4,4,7,3,4,6,6,3,4,10,9,10,7,6,2,8,no_info,744
3,6,4,4,4,8,5,10,0,6,8,8,6,5,0,7,no_info,745
5,8,8,6,3,11,6,3,5,10,1,4,5,9,1,7,no_info,746
4,9,5,6,5,8,6,11,1,7,8,8,7,5,0,8,no_info,747
5,5,8,8,4,5,8,5,2,7,8,8,9,9,0,8,no_info,748
5,11,8,8,13,8,5,6,3,7,6,8,14,10,4,9,no_info,749
7,10,7,8,5,1,10,2,3,11,11,9,7,10,1,7,no_info,750
3,6,5,4,3,7,8,6,5,7,7,6,5,9,1,6,no_info,751
5,9,7,7,11,9,7,5,2,7,6,8,10,11,4,8,no_info,752
4,7,6,5,3,7,8,5,1,7,8,8,8,9,0,8,no_info,753
9,12,11,6,4,5,8,3,4,13,9,9,7,8,0,7,no_info,754
4,7,6,5,6,7,9,6,3,7,6,8,5,9,5,8,no_info,755
7,8,9,7,10,8,7,5,4,7,6,7,10,9,6,4,no_info,756
4,9,4,7,2,7,7,14,2,5,6,8,6,8,0,8,no_info,757
2,1,4,1,2,8,11,3,1,6,9,8,6,11,0,7,no_info,758
4,8,6,6,7,7,8,5,3,7,9,8,6,8,3,8,no_info,759
10,14,12,8,7,9,3,3,2,9,3,10,11,0,2,8,no_info,760
6,6,6,4,4,1,12,3,2,11,10,8,6,11,1,7,no_info,761
3,7,5,5,4,7,7,8,5,7,5,7,3,7,3,8,no_info,762
5,10,7,7,5,8,8,6,5,6,6,5,6,9,2,6,no_info,763
4,8,6,6,5,4,11,2,2,8,9,9,6,11,1,8,no_info,764
5,10,6,7,5,9,8,6,5,6,5,4,6,10,3,5,no_info,765
5,10,8,7,7,4,11,2,3,8,9,9,7,11,1,8,no_info,766
4,7,4,5,2,7,7,14,2,4,6,8,6,8,0,8,no_info,767
1,0,1,1,1,7,7,10,0,6,6,8,4,8,0,8,no_info,768
3,2,4,3,3,7,8,5,5,7,6,6,6,9,2,5,no_info,769
4,5,7,4,4,5,11,3,2,8,9,9,8,11,1,8,no_info,770
7,6,9,6,10,7,8,5,5,7,5,8,10,10,9,8,no_info,771
3,5,4,4,3,7,8,5,5,7,7,6,5,9,2,6,no_info,772
4,5,6,4,3,6,10,2,4,10,7,7,5,8,1,8,no_info,773
1,0,2,0,0,8,6,10,0,7,8,8,6,6,0,8,no_info,774
4,10,4,8,3,7,7,14,2,5,6,8,6,8,0,8,no_info,775
3,4,5,3,2,6,9,3,4,10,7,7,5,8,1,8,no_info,776
6,9,6,6,5,2,11,2,3,10,10,8,5,11,1,7,no_info,777
4,4,5,6,3,8,7,12,1,6,9,8,8,6,0,8,no_info,778
4,7,5,5,3,8,7,12,1,6,9,8,8,6,0,8,no_info,779
8,11,12,8,7,3,11,3,4,10,11,9,8,7,2,7,no_info,780
4,7,7,5,6,7,8,3,5,7,6,7,6,8,7,4,no_info,781
4,9,5,7,3,7,7,14,2,4,6,8,6,8,0,8,no_info,782
11,13,9,8,5,4,8,5,6,3,2,13,7,11,2,7,no_info,783
5,9,7,7,4,10,8,5,2,6,8,8,9,10,0,8,no_info,784
5,8,7,6,7,7,7,6,5,6,7,7,9,8,3,6,no_info,785
5,9,8,6,5,9,8,4,1,6,9,8,7,11,0,8,no_info,786
2,1,3,2,2,6,8,5,4,8,7,7,5,9,1,6,no_info,787
5,7,7,5,4,8,8,2,5,10,4,6,5,9,1,7,no_info,788
4,6,5,8,4,8,7,12,2,6,9,8,8,6,0,8,no_info,789
3,8,5,6,3,11,8,5,1,6,9,8,7,10,0,8,no_info,790
10,12,9,6,4,5,9,2,2,7,10,7,9,12,1,6,no_info,791
6,10,6,8,3,7,7,15,2,4,6,8,6,8,0,8,no_info,792
3,4,5,3,3,6,11,3,2,7,9,8,7,11,0,8,no_info,793
5,9,7,7,4,8,8,5,2,7,8,8,9,9,0,8,no_info,794
5,5,6,4,4,7,6,6,5,6,7,9,9,6,2,8,no_info,795
1,1,1,1,1,7,7,10,1,5,6,8,4,8,0,8,no_info,796
8,10,8,5,4,7,10,5,6,4,5,10,9,8,2,8,no_info,797
6,11,8,8,9,8,6,6,3,6,7,8,8,8,5,5,no_info,798
4,8,6,6,7,7,8,5,3,7,8,8,5,8,3,8,no_info,799
7,8,10,7,11,8,7,5,5,7,6,7,14,8,7,3,no_info,800
5,8,8,6,11,8,7,5,2,7,6,8,13,11,3,9,no_info,801
8,8,11,7,12,7,6,5,5,7,5,8,10,9,8,9,no_info,802
6,9,8,7,9,7,9,7,5,7,6,8,10,10,8,6,no_info,803
8,11,11,8,8,6,6,3,5,9,8,9,8,6,2,8,no_info,804
4,9,7,6,9,8,6,3,1,7,4,8,10,7,2,6,no_info,805
3,2,5,3,4,8,6,6,4,7,7,9,9,5,2,8,no_info,806
2,3,4,2,2,8,7,2,4,9,6,8,6,5,1,7,no_info,807
6,9,8,7,4,6,8,5,2,7,8,8,9,9,0,8,no_info,808
5,7,9,5,10,9,7,3,3,8,4,7,11,6,3,5,no_info,809
4,8,6,6,6,8,6,5,5,6,7,8,8,5,2,7,no_info,810
3,6,5,4,5,8,7,4,4,7,5,7,5,10,6,4,no_info,811
6,7,6,5,5,3,11,2,2,9,9,8,6,11,2,7,no_info,812
5,11,7,8,9,9,8,5,4,7,5,5,7,11,9,4,no_info,813
1,0,2,1,0,7,7,11,0,5,6,8,4,8,0,8,no_info,814
5,7,7,5,4,10,8,4,6,10,1,4,5,9,1,7,no_info,815
4,7,6,5,3,11,7,3,5,10,1,4,5,9,1,7,no_info,816
3,7,5,5,3,8,8,4,1,7,8,8,8,10,0,8,no_info,817
5,5,6,3,4,4,11,3,2,9,9,7,7,11,1,7,no_info,818
4,5,6,3,3,7,11,2,2,7,9,8,8,11,0,8,no_info,819
3,3,4,2,2,3,10,3,2,10,10,8,5,11,1,6,no_info,820
6,10,8,7,6,11,5,3,4,9,3,6,8,6,2,9,no_info,821
5,9,7,6,7,9,7,5,5,6,7,5,8,7,3,5,no_info,822
4,7,6,5,5,11,6,3,4,9,3,6,7,6,2,8,no_info,823
4,4,5,3,3,7,11,3,2,6,9,8,7,11,0,8,no_info,824
4,11,7,8,11,8,6,7,3,7,6,8,14,10,5,9,no_info,825
6,9,9,7,4,6,8,3,5,10,8,8,6,8,1,7,no_info,826
10,9,10,4,4,7,11,5,5,4,5,10,10,12,2,7,no_info,827
5,9,7,7,4,3,9,4,4,11,11,10,5,7,1,8,no_info,828
6,11,10,8,7,4,11,2,3,8,9,9,8,11,1,8,no_info,829
3,1,4,2,1,7,7,11,1,7,9,8,7,6,0,8,no_info,830
3,7,5,5,4,7,11,2,2,7,8,8,6,11,1,8,no_info,831
7,9,9,7,9,6,8,3,4,8,7,8,8,8,7,4,no_info,832
7,9,8,4,3,10,6,3,4,13,3,7,6,8,0,8,no_info,833
5,10,6,7,6,8,5,11,0,6,9,8,9,6,2,6,no_info,834
3,9,5,6,5,7,11,2,2,6,8,8,7,11,0,8,no_info,835
3,3,3,5,2,7,7,13,2,5,6,8,5,8,0,8,no_info,836
6,10,8,8,9,7,9,6,4,7,9,7,7,7,5,10,no_info,837
5,10,7,6,4,13,2,5,2,12,1,9,6,3,1,8,no_info,838
9,14,11,8,7,5,4,4,3,7,4,10,10,1,2,8,no_info,839
4,7,6,5,5,7,6,6,5,7,7,9,8,5,2,9,no_info,840
4,5,8,4,4,9,6,3,5,9,5,7,8,7,2,8,no_info,841
2,1,3,1,2,7,8,6,4,7,6,6,5,9,2,6,no_info,842
3,4,6,3,3,5,6,4,4,10,10,11,8,7,3,8,no_info,843
4,5,7,4,3,6,9,2,5,10,7,7,5,8,1,8,no_info,844
6,10,9,8,9,7,6,5,5,7,7,11,14,6,2,9,no_info,845
4,8,6,6,5,10,6,6,4,6,7,5,7,5,2,5,no_info,846
5,8,7,6,4,3,11,3,3,9,10,10,7,11,1,8,no_info,847
5,10,8,8,6,12,6,2,4,9,3,6,8,6,2,8,no_info,848
5,7,7,6,9,5,8,5,3,6,5,8,11,7,6,8,no_info,849
5,10,5,8,3,7,7,15,2,4,6,8,6,8,0,8,no_info,850
4,5,8,4,4,7,6,3,4,9,7,8,7,5,2,8,no_info,851
7,11,7,8,6,3,10,2,3,10,10,8,8,10,2,6,no_info,852
8,15,10,9,5,4,9,4,4,13,11,9,6,9,0,9,no_info,853
3,6,5,4,6,10,7,4,2,7,6,8,5,10,1,5,no_info,854
4,7,8,5,8,10,4,2,1,9,4,9,8,6,2,6,no_info,855
9,10,8,7,8,4,11,3,2,9,8,7,7,12,3,6,no_info,856
3,2,5,4,3,7,10,2,2,6,9,8,7,11,0,7,no_info,857
5,10,8,7,6,5,8,4,1,7,9,8,7,11,0,8,no_info,858
7,13,8,7,4,4,9,4,4,13,11,10,5,9,0,8,no_info,859
4,8,6,6,4,4,10,3,4,10,10,9,5,8,1,8,no_info,860
4,9,5,7,6,7,6,10,1,7,8,8,8,5,0,8,no_info,861
11,15,11,8,5,2,9,3,2,9,11,9,9,12,0,6,no_info,862
2,4,4,3,2,7,9,2,4,10,6,6,5,8,1,7,no_info,863
4,6,6,4,3,8,8,4,1,7,9,8,7,10,0,8,no_info,864
9,10,9,7,6,3,11,2,3,9,9,8,8,11,2,6,no_info,865
5,5,7,7,4,9,8,5,2,7,8,8,9,9,0,8,no_info,866
4,8,5,6,3,7,7,12,1,7,9,8,8,6,0,8,no_info,867
5,6,7,4,4,5,11,3,2,9,8,7,9,13,2,5,no_info,868
5,10,7,7,5,7,8,6,6,6,6,6,6,8,1,6,no_info,869
5,10,8,8,5,5,9,5,5,8,8,9,7,9,2,5,no_info,870
1,0,2,1,1,8,8,4,0,7,8,8,6,10,0,8,no_info,871
5,10,6,8,4,7,7,12,2,8,9,8,8,6,0,8,no_info,872
5,2,6,4,4,8,6,7,5,7,7,8,8,6,2,7,no_info,873
1,0,2,0,0,7,7,11,0,5,6,8,4,8,0,8,no_info,874
7,6,10,6,10,7,8,4,4,7,5,7,11,8,5,5,no_info,875
5,10,7,8,8,6,6,6,5,7,7,11,11,5,2,9,no_info,876
3,3,6,2,3,8,5,3,4,10,7,9,7,5,2,8,no_info,877
6,5,9,8,4,11,8,5,2,6,9,8,9,9,0,8,no_info,878
5,8,8,6,6,8,6,6,5,6,7,8,8,6,2,7,no_info,879
6,10,7,8,4,8,7,13,2,6,9,8,9,6,0,8,no_info,880
3,1,5,2,2,7,11,3,2,7,9,8,6,11,0,8,no_info,881
4,4,6,3,3,6,6,3,4,10,9,10,8,4,3,8,no_info,882
3,4,4,2,3,8,6,6,4,7,7,9,9,5,1,8,no_info,883
7,10,12,8,15,10,6,3,3,9,4,7,12,6,5,5,no_info,884
6,10,8,8,9,8,7,6,3,7,8,8,10,6,6,11,no_info,885
5,11,8,8,12,9,5,2,1,8,4,8,11,7,3,6,no_info,886
3,5,6,3,4,5,6,3,4,10,9,10,7,6,2,8,no_info,887
5,5,6,8,4,8,7,12,2,6,9,8,8,6,0,8,no_info,888
3,3,4,1,2,4,10,3,2,9,9,7,5,10,1,6,no_info,889
4,10,4,7,5,7,7,12,1,6,6,8,5,8,0,8,no_info,890
4,2,5,4,4,8,6,6,4,6,7,8,8,6,2,7,no_info,891
6,9,9,7,7,8,7,2,4,9,7,8,8,7,2,8,no_info,892
2,3,4,2,1,7,8,3,4,10,6,6,5,8,0,7,no_info,893
2,4,4,2,2,8,8,2,4,10,4,6,5,10,1,7,no_info,894
7,10,10,8,6,9,9,2,5,10,4,5,7,9,2,8,no_info,895
2,4,4,3,2,7,11,2,2,7,9,8,6,11,0,8,no_info,896
4,4,6,3,3,7,6,3,4,10,8,9,9,5,3,9,no_info,897
7,8,10,7,11,8,8,5,4,7,6,7,11,10,6,3,no_info,898
5,6,7,4,4,11,7,3,5,10,1,4,5,9,1,7,no_info,899
4,7,6,5,5,6,7,3,3,8,8,8,6,9,5,4,no_info,900
7,8,7,6,5,4,11,3,3,9,9,7,7,11,2,6,no_info,901
6,9,8,7,4,5,7,5,2,7,8,8,9,9,0,8,no_info,902
4,7,6,5,4,5,11,2,3,8,9,9,7,11,1,8,no_info,903
5,7,7,5,4,10,8,3,5,10,2,4,5,9,1,7,no_info,904
6,8,9,6,4,8,8,3,5,10,5,6,6,9,2,7,no_info,905
4,8,7,6,3,4,10,4,4,10,11,10,5,7,1,7,no_info,906
4,7,6,5,4,7,9,5,5,7,6,6,6,10,2,5,no_info,907
4,10,6,8,7,7,7,6,2,7,8,7,10,7,5,9,no_info,908
8,11,12,8,6,7,9,2,5,9,6,6,6,9,1,8,no_info,909
5,8,7,6,4,4,9,4,4,10,9,9,5,7,1,7,no_info,910
8,15,8,8,6,1,7,2,3,9,10,9,9,10,1,5,no_info,911
3,8,5,6,8,7,5,6,2,7,6,8,8,12,3,10,no_info,912
2,0,2,1,1,7,7,12,1,5,6,8,5,8,0,8,no_info,913
1,1,2,1,1,7,7,11,1,5,6,8,4,8,0,8,no_info,914
3,3,4,2,2,6,11,3,2,8,8,7,5,11,1,6,no_info,915
2,1,3,2,2,6,6,6,4,7,7,10,6,5,2,9,no_info,916
3,2,5,3,3,8,11,2,2,6,9,8,6,11,1,7,no_info,917
4,6,5,4,4,8,6,6,5,7,7,8,7,5,2,8,no_info,918
5,10,7,8,7,10,11,2,2,5,8,8,8,13,2,7,no_info,919
6,10,8,8,7,11,5,2,5,9,3,6,8,6,2,9,no_info,920
3,6,4,4,2,7,7,14,2,5,6,8,6,8,0,8,no_info,921
6,10,9,8,8,11,6,2,4,9,4,6,9,6,2,8,no_info,922
5,4,6,6,3,7,7,12,2,7,9,8,9,6,0,8,no_info,923
3,3,4,2,2,9,11,3,2,5,9,8,6,11,0,8,no_info,924
4,3,6,5,3,5,8,5,1,7,8,8,8,9,0,8,no_info,925
8,10,12,7,9,10,6,2,5,9,4,6,13,8,3,9,no_info,926
2,1,2,2,1,7,6,10,0,7,8,8,6,6,0,8,no_info,927
3,9,4,6,2,7,7,14,2,5,6,8,5,8,0,8,no_info,928
5,11,8,8,7,10,8,5,1,6,10,7,9,13,1,5,no_info,929
5,10,6,8,6,7,6,6,5,7,7,9,8,5,2,9,no_info,930
7,9,9,8,11,9,8,6,5,7,5,8,11,10,9,4,no_info,931
4,7,6,5,4,4,9,3,3,9,9,9,6,7,1,7,no_info,932
5,9,5,4,4,9,8,3,3,6,8,6,9,10,2,6,no_info,933
4,8,6,6,9,9,7,5,1,7,6,8,10,11,2,7,no_info,934
5,10,7,8,9,8,8,5,3,7,9,8,6,8,3,7,no_info,935
3,3,5,1,2,5,7,4,4,10,10,10,6,6,2,8,no_info,936
7,12,8,6,4,12,4,5,3,13,0,7,5,7,0,7,no_info,937
3,3,3,2,2,5,10,3,2,9,8,7,5,11,1,6,no_info,938
4,4,4,6,2,7,7,14,2,4,6,8,6,8,0,8,no_info,939
3,4,5,3,2,7,9,3,4,10,6,6,5,9,0,7,no_info,940
4,8,5,6,2,7,7,14,2,4,6,8,6,8,0,8,no_info,941
8,10,8,5,4,5,9,5,5,4,4,11,9,11,2,7,no_info,942
4,5,5,3,3,4,10,2,2,10,9,8,6,11,1,7,no_info,943
10,10,9,5,4,5,9,3,2,7,10,8,10,11,1,6,no_info,944
9,12,9,6,5,4,7,2,4,7,10,8,10,10,2,5,no_info,945
2,4,4,3,2,7,8,3,4,10,6,7,5,8,1,7,no_info,946
4,3,4,2,2,4,10,2,2,9,9,7,5,11,1,6,no_info,947
5,11,8,8,4,6,8,5,2,7,8,8,9,9,0,8,no_info,948
6,10,9,8,8,6,12,2,2,7,8,8,7,12,1,8,no_info,949
5,10,7,7,8,7,8,3,5,7,6,7,7,8,8,2,no_info,950
6,4,6,7,4,7,7,13,2,7,9,8,9,6,0,8,no_info,951
6,11,9,8,12,10,5,3,2,9,4,8,11,8,4,6,no_info,952
7,11,9,8,10,7,10,7,5,7,7,9,8,10,7,12,no_info,953
7,8,7,6,5,2,12,2,2,10,10,8,6,11,1,7,no_info,954
4,6,6,4,4,8,8,6,6,6,5,4,6,10,3,5,no_info,955
6,9,8,7,5,6,10,2,4,9,8,8,5,8,1,8,no_info,956
6,6,8,5,8,8,9,4,5,6,6,6,9,6,6,4,no_info,957
4,7,6,5,3,4,8,5,1,7,9,8,8,9,0,8,no_info,958
5,9,6,5,3,11,3,2,2,10,3,9,7,2,1,9,no_info,959
2,1,3,1,2,8,6,6,4,7,7,8,6,5,1,7,no_info,960
1,0,2,0,0,8,6,9,0,7,8,8,5,6,0,8,no_info,961
5,10,7,7,5,6,9,6,5,7,7,8,6,9,2,6,no_info,962
3,3,4,2,2,5,10,3,2,9,9,7,5,11,1,7,no_info,963
6,8,9,6,4,7,9,3,5,10,7,7,6,8,1,8,no_info,964
4,4,5,3,3,5,11,3,2,9,8,7,6,11,2,6,no_info,965
4,5,5,8,4,8,7,12,2,6,9,8,8,6,0,8,no_info,966
3,4,5,3,2,7,9,3,5,10,7,7,5,8,1,8,no_info,967
5,8,7,6,5,4,11,2,3,8,9,9,8,10,1,8,no_info,968
3,6,5,4,3,5,9,6,4,8,7,9,5,9,1,7,no_info,969
6,11,9,8,12,9,7,3,3,8,4,7,12,5,4,5,no_info,970
4,4,6,3,4,5,6,4,4,10,10,10,6,5,2,7,no_info,971
8,11,8,8,9,6,10,4,3,9,6,6,11,10,4,5,no_info,972
6,9,8,7,4,10,8,5,2,6,8,8,9,9,0,8,no_info,973
4,5,5,3,3,3,10,2,2,10,10,8,6,11,1,7,no_info,974
5,4,6,3,3,5,11,3,2,9,8,7,7,12,1,6,no_info,975
3,7,3,5,2,7,7,13,2,5,6,8,5,8,0,8,no_info,976
3,3,5,1,2,9,6,3,4,9,5,8,7,5,1,8,no_info,977
6,9,7,4,4,5,9,4,5,5,4,10,8,9,2,8,no_info,978
6,10,8,8,9,7,8,6,3,7,8,8,6,8,4,8,no_info,979
5,5,7,5,6,8,6,5,5,8,5,7,7,9,5,4,no_info,980
6,9,9,6,5,7,9,2,5,10,6,6,6,9,1,7,no_info,981
7,11,9,8,7,7,9,6,6,7,6,6,6,9,2,6,no_info,982
4,7,4,5,2,7,7,14,2,5,6,8,6,8,0,8,no_info,983
6,9,7,4,3,4,8,5,5,4,2,11,8,9,2,8,no_info,984
4,6,6,4,5,7,7,6,3,8,7,7,6,8,4,10,no_info,985
4,6,5,4,4,6,6,6,5,6,8,10,7,5,2,9,no_info,986
6,10,6,5,4,2,9,2,3,10,11,9,8,10,1,6,no_info,987
4,4,6,3,3,8,11,2,2,6,9,8,7,11,0,7,no_info,988
3,3,5,2,2,7,9,3,4,10,6,6,5,8,1,7,no_info,989
7,8,9,7,10,6,9,6,7,7,7,8,8,9,8,10,no_info,990
2,6,3,4,2,7,6,11,1,7,9,8,7,5,0,8,no_info,991
2,4,2,2,2,7,8,5,4,7,6,7,4,8,1,6,no_info,992
6,10,8,7,9,7,6,7,5,6,5,8,9,8,9,11,no_info,993
10,13,9,7,4,9,11,5,5,3,6,11,6,10,3,6,no_info,994
6,9,9,7,7,7,12,2,2,7,8,8,7,12,1,8,no_info,995
6,9,9,8,9,7,9,5,4,7,4,7,7,7,6,5,no_info,996
6,9,8,7,5,6,9,6,5,7,7,7,8,8,3,7,no_info,997
3,5,6,4,3,7,9,2,5,10,6,6,5,9,1,7,no_info,998
3,8,4,6,2,7,7,14,2,5,6,8,6,8,0,8,no_info,999
5,5,8,4,5,8,6,3,5,9,7,8,9,6,2,8,no_info,1000
6,8,8,6,6,11,6,2,4,9,3,6,8,6,2,8,no_info,1001
4,8,5,6,4,5,8,4,1,7,9,8,6,11,0,8,no_info,1002
4,8,6,6,8,10,9,5,2,6,7,7,8,9,4,5,no_info,1003
2,1,2,1,1,7,9,5,3,7,6,7,4,8,1,7,no_info,1004
5,7,7,5,6,7,6,6,5,7,7,11,10,6,2,9,no_info,1005
4,6,6,4,3,9,8,4,1,7,8,8,8,9,0,8,no_info,1006
6,9,8,5,4,9,3,3,2,9,3,9,8,2,1,9,no_info,1007
5,11,6,8,3,7,7,15,2,4,6,8,6,8,0,8,no_info,1008
9,12,11,7,5,13,2,5,2,12,1,9,7,3,1,9,no_info,1009
5,9,6,4,3,12,3,4,2,11,2,9,6,3,1,9,no_info,1010
10,15,10,9,7,5,8,2,4,7,9,7,11,10,2,5,no_info,1011
2,3,3,1,2,6,6,7,4,7,7,10,7,5,2,9,no_info,1012
6,10,8,8,7,6,7,9,5,6,4,6,5,7,4,10,no_info,1013
4,9,6,7,5,10,10,3,3,5,9,7,7,11,1,8,no_info,1014
2,4,3,3,2,7,8,5,4,7,7,7,4,8,1,6,no_info,1015
4,8,6,6,3,7,8,3,4,10,6,7,5,8,1,7,no_info,1016
5,11,7,8,9,6,6,5,5,7,7,11,11,6,2,9,no_info,1017
4,10,5,7,3,7,7,14,2,4,6,8,6,8,0,8,no_info,1018
4,3,4,4,3,7,8,5,5,7,6,6,6,9,3,6,no_info,1019
2,0,2,1,1,7,8,3,0,7,8,8,6,10,0,8,no_info,1020
5,10,6,8,4,7,7,12,2,7,9,8,9,6,0,8,no_info,1021
3,7,4,5,4,9,8,6,5,6,5,4,5,9,2,5,no_info,1022
2,4,4,3,2,7,9,2,4,10,6,6,5,9,0,7,no_info,1023
4,6,4,4,2,7,7,14,1,5,6,8,6,8,0,8,no_info,1024
3,9,4,6,2,7,7,14,2,5,6,8,6,8,0,8,no_info,1025
3,4,4,3,3,7,6,6,4,6,7,8,7,5,2,7,no_info,1026
10,11,10,8,7,4,10,3,3,9,8,7,8,11,2,6,no_info,1027
3,2,4,3,3,5,11,2,2,8,9,9,6,11,0,8,no_info,1028
3,1,5,2,3,8,11,3,2,6,9,8,7,11,0,7,no_info,1029
5,8,7,6,7,8,7,6,2,6,8,8,7,8,5,4,no_info,1030
8,8,8,6,5,3,11,2,3,10,10,8,7,10,2,6,no_info,1031
6,7,6,5,4,3,10,3,3,10,10,8,7,10,2,7,no_info,1032
5,5,7,4,7,9,8,4,4,7,6,7,8,6,6,5,no_info,1033
3,6,3,4,3,8,6,9,0,6,8,8,6,5,0,8,no_info,1034
6,9,8,7,8,8,6,6,2,6,7,8,6,8,5,6,no_info,1035
7,8,10,6,6,4,7,4,5,11,11,11,9,6,4,7,no_info,1036
1,3,2,2,1,7,8,5,4,7,6,6,4,9,1,5,no_info,1037
3,6,4,4,3,7,7,6,6,7,6,8,3,7,3,8,no_info,1038
3,6,4,4,4,8,6,6,4,7,7,8,7,5,2,7,no_info,1039
8,11,8,8,6,4,10,2,3,10,9,8,8,11,2,6,no_info,1040
10,11,10,8,7,5,11,3,3,9,8,7,8,11,3,5,no_info,1041
4,5,5,8,3,7,7,14,2,4,6,8,6,8,0,8,no_info,1042
4,10,6,7,6,8,6,5,5,7,7,8,11,5,2,8,no_info,1043
2,2,3,3,2,7,8,5,4,7,7,7,4,9,1,6,no_info,1044
3,5,4,7,3,7,7,14,2,5,6,8,6,8,0,8,no_info,1045
7,12,8,6,5,7,3,3,2,8,4,10,8,2,2,8,no_info,1046
4,4,7,3,4,7,7,3,4,9,8,9,9,7,2,9,no_info,1047
6,6,6,4,4,3,11,2,3,10,10,8,7,11,2,6,no_info,1048
3,4,4,3,3,8,6,6,4,6,7,8,7,6,2,7,no_info,1049
3,6,4,4,4,8,7,6,2,6,7,8,5,9,4,6,no_info,1050
1,1,2,2,1,7,7,11,1,5,6,8,4,8,0,8,no_info,1051
4,4,4,6,3,8,7,12,1,6,9,8,8,6,0,8,no_info,1052
7,8,7,6,5,6,11,5,3,8,6,6,10,13,3,4,no_info,1053
5,9,6,6,6,7,6,6,5,7,7,10,8,5,2,8,no_info,1054
4,4,5,3,3,3,11,3,2,10,10,8,6,11,1,7,no_info,1055
3,5,4,3,3,7,8,5,5,7,7,6,5,9,2,6,no_info,1056
6,9,7,4,3,8,10,4,5,5,5,8,8,8,2,7,no_info,1057
6,11,8,6,3,8,7,2,4,13,6,8,6,8,0,8,no_info,1058
2,1,3,3,2,7,8,5,4,8,7,8,4,8,1,7,no_info,1059
2,3,4,2,3,7,6,3,3,9,7,8,6,5,1,8,no_info,1060
2,3,3,1,2,10,11,3,2,5,9,7,5,10,0,8,no_info,1061
3,5,5,4,2,7,8,2,4,10,6,6,5,9,0,7,no_info,1062
5,6,7,6,8,7,7,4,4,7,6,8,10,7,5,5,no_info,1063
4,2,5,3,4,8,6,6,4,7,7,8,7,5,2,8,no_info,1064
5,10,8,7,11,9,6,2,2,8,4,8,10,5,3,6,no_info,1065
2,6,2,4,2,7,7,11,1,6,6,8,4,8,0,8,no_info,1066
6,9,8,7,9,7,9,6,4,7,9,8,7,7,5,10,no_info,1067
6,6,8,4,5,10,6,2,5,9,4,7,8,6,2,8,no_info,1068
6,8,6,6,4,3,10,3,3,11,10,8,7,10,2,7,no_info,1069
5,7,5,5,4,4,11,2,2,9,8,7,6,11,2,6,no_info,1070
6,9,6,7,5,4,10,3,3,9,8,7,7,11,2,5,no_info,1071
2,1,2,2,1,7,8,5,4,7,6,6,5,9,1,5,no_info,1072
6,10,9,8,7,5,8,4,1,7,9,8,7,11,0,8,no_info,1073
6,10,5,5,3,5,9,4,5,3,3,12,6,11,2,7,no_info,1074
1,0,2,0,0,7,6,9,0,7,8,8,5,6,0,8,no_info,1075
6,7,9,6,10,7,8,5,5,7,5,8,10,10,8,8,no_info,1076
10,15,9,8,4,7,10,5,5,4,5,11,6,11,3,7,no_info,1077
2,1,2,2,1,7,8,4,0,7,8,8,6,10,0,8,no_info,1078
8,15,10,8,5,5,9,3,4,13,10,9,6,9,0,8,no_info,1079
4,4,6,6,3,4,8,5,1,7,8,8,8,9,0,8,no_info,1080
6,6,6,4,5,4,11,2,2,9,8,7,7,12,2,6,no_info,1081
4,6,7,4,4,6,6,3,4,9,9,9,9,6,3,9,no_info,1082
5,11,7,8,9,7,6,7,4,7,5,8,6,10,7,8,no_info,1083
3,7,5,5,5,10,6,6,4,6,7,5,7,5,1,5,no_info,1084
6,8,9,7,10,8,7,4,5,7,6,7,12,8,6,4,no_info,1085
9,13,11,7,6,13,2,6,2,12,1,9,7,2,1,8,no_info,1086
5,5,6,8,4,7,7,12,2,7,9,8,8,6,0,8,no_info,1087
5,7,6,5,4,8,8,6,6,6,5,3,8,9,5,7,no_info,1088
6,8,6,6,4,2,10,3,3,11,11,9,7,10,1,6,no_info,1089
6,7,6,5,4,4,11,3,3,9,9,7,7,11,2,6,no_info,1090
1,0,2,1,0,7,7,11,0,5,6,8,4,8,0,8,no_info,1091
5,10,5,8,3,7,7,15,2,4,6,8,6,8,0,8,no_info,1092
