0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,titok,info,ID
W,7,7,10,6,10,8,8,5,5,7,5,8,9,8,9,6,ok,no_info,642
W,5,11,8,8,4,4,8,5,2,7,9,8,8,10,0,8,ok,no_info,643
N,3,4,5,2,2,9,7,3,4,10,3,5,5,9,1,7,ok,no_info,644
W,2,1,2,2,1,7,8,4,0,7,8,8,6,10,0,8,ok,no_info,645
W,6,9,8,7,12,10,7,5,2,7,7,8,11,10,3,5,ok,no_info,646
N,5,7,7,5,4,7,9,2,5,10,5,6,5,9,1,7,ok,no_info,647
N,4,5,5,4,3,7,8,5,5,8,7,7,7,9,3,5,ok,no_info,648
W,6,6,6,4,4,3,11,2,3,10,10,8,7,11,1,7,ok,no_info,649
W,5,9,7,7,8,8,8,6,3,6,8,8,6,7,4,7,ok,no_info,650
N,3,2,4,3,3,7,8,5,4,7,6,6,5,9,2,6,ok,no_info,651
N,2,1,2,2,1,7,9,5,4,7,6,7,4,8,1,6,ok,no_info,652
N,6,10,9,8,4,3,9,4,4,11,11,10,6,7,1,8,ok,no_info,653
N,5,10,7,5,3,8,7,2,4,12,8,8,5,8,0,8,ok,no_info,654
M,3,3,5,2,3,7,6,3,4,9,7,8,7,5,1,8,ok,no_info,655
N,3,7,5,5,5,7,7,3,4,8,8,8,6,9,4,5,ok,no_info,656
N,7,10,10,8,10,6,8,3,4,8,8,9,8,10,7,4,ok,no_info,657
M,5,9,8,7,6,4,7,3,4,10,10,10,8,6,3,7,ok,no_info,658
M,5,8,6,6,3,7,7,12,2,7,9,8,8,6,0,8,ok,no_info,659
M,8,10,11,7,9,5,7,3,5,9,9,9,9,7,3,8,ok,no_info,660
N,4,8,5,6,4,7,7,13,1,6,6,8,5,8,0,8,ok,no_info,661
N,4,7,6,5,4,7,9,6,5,7,6,6,6,9,1,6,ok,no_info,662
W,7,9,7,4,3,5,10,2,2,9,10,8,8,12,0,7,ok,no_info,663
M,8,9,11,6,9,8,6,2,5,9,7,8,8,6,2,8,ok,no_info,664
N,2,1,3,2,2,7,9,6,5,8,7,6,5,9,1,6,ok,no_info,665
M,4,1,5,2,3,8,6,6,4,7,7,8,8,6,3,6,ok,no_info,666
M,4,7,5,5,5,8,7,5,5,6,6,5,8,7,2,6,ok,no_info,667
N,5,9,6,6,5,7,7,9,5,6,4,5,5,8,5,11,ok,no_info,668
M,3,4,5,2,3,9,6,3,4,8,5,7,7,5,1,8,ok,no_info,669
N,5,10,5,8,5,7,7,12,1,6,6,8,6,7,1,10,ok,no_info,670
M,6,9,8,6,8,6,6,6,5,7,7,11,11,5,2,9,ok,no_info,671
M,6,7,9,5,5,8,6,2,5,9,6,7,8,6,2,8,ok,no_info,672
W,8,10,8,8,6,5,10,3,3,9,8,7,8,11,3,6,ok,no_info,673
M,5,11,7,8,8,9,7,5,4,6,7,5,9,7,3,5,ok,no_info,674
N,5,8,7,7,7,8,8,5,5,8,5,6,6,10,7,2,ok,no_info,675
W,3,3,5,5,3,6,8,4,1,7,8,8,8,9,0,8,ok,no_info,676
M,8,10,11,8,9,12,6,2,5,9,3,6,10,4,2,8,ok,no_info,677
N,2,0,2,1,0,7,7,11,0,5,6,8,4,8,0,8,ok,no_info,678
W,4,7,5,5,3,5,8,5,1,7,8,8,8,9,0,8,ok,no_info,679
N,5,9,7,6,5,9,8,6,6,6,5,4,7,11,3,5,ok,no_info,680
N,4,6,5,4,3,7,9,2,4,9,7,7,5,8,1,8,ok,no_info,681
N,5,10,8,8,5,5,10,3,4,9,9,8,5,9,1,7,ok,no_info,682
W,3,2,5,3,3,5,11,3,2,8,9,9,7,11,0,8,ok,no_info,683
M,4,9,5,6,3,7,7,12,1,7,9,8,8,6,0,8,ok,no_info,684
M,4,5,7,3,4,8,6,3,4,9,6,8,8,6,2,8,ok,no_info,685
M,4,4,5,6,3,7,7,12,1,7,9,8,8,6,0,8,ok,no_info,686
W,8,12,8,6,5,2,9,2,3,9,11,9,8,11,1,5,ok,no_info,687
N,4,8,4,6,2,7,7,14,2,4,6,8,6,8,0,8,ok,no_info,688
N,3,8,5,6,4,7,8,6,5,7,6,7,5,9,1,6,ok,no_info,689
N,5,7,6,6,6,8,9,4,4,7,4,7,6,8,5,5,ok,no_info,690
N,5,9,7,6,4,8,8,7,6,7,6,4,6,9,2,6,ok,no_info,691
M,4,4,5,6,3,7,7,12,1,7,9,8,8,6,0,8,ok,no_info,692
M,3,4,4,3,3,8,6,6,3,7,7,8,7,5,2,7,ok,no_info,693
W,3,6,5,4,2,10,8,5,1,7,9,8,7,10,0,8,ok,no_info,694
W,4,6,6,4,3,7,8,4,1,7,8,8,8,9,0,8,ok,no_info,695
N,6,9,8,7,5,8,9,2,5,9,5,6,6,9,1,7,ok,no_info,696
N,5,8,8,6,7,6,8,3,4,8,7,9,7,8,5,5,ok,no_info,697
M,10,14,11,8,5,13,1,5,3,13,1,9,6,3,1,9,ok,no_info,698
W,7,9,7,4,3,6,10,2,2,8,10,7,8,12,1,7,ok,no_info,699
W,2,1,3,2,1,8,8,4,0,7,8,8,6,10,0,8,ok,no_info,700
W,5,10,8,8,11,9,8,5,2,6,7,8,11,10,4,5,ok,no_info,701
W,8,9,8,7,8,7,11,4,3,8,6,6,10,12,4,5,ok,no_info,702
W,5,6,7,6,8,6,8,6,5,6,6,8,7,8,8,10,ok,no_info,703
W,3,3,3,1,2,5,10,3,2,9,8,7,5,11,1,6,ok,no_info,704
M,5,7,7,6,9,7,8,4,3,7,6,7,10,8,5,5,ok,no_info,705
W,3,7,6,5,4,7,11,2,2,6,9,8,7,11,1,8,ok,no_info,706
M,10,13,10,8,5,10,11,7,4,4,6,9,8,12,3,7,ok,no_info,707
M,6,7,8,6,8,8,8,4,4,7,6,7,10,8,5,5,ok,no_info,708
W,11,13,11,7,5,10,11,6,3,4,10,7,10,12,1,6,ok,no_info,709
M,4,10,5,8,4,7,7,12,2,7,9,8,8,6,0,8,ok,no_info,710
W,10,10,9,8,9,4,11,3,3,9,8,7,8,12,2,6,ok,no_info,711
M,6,11,8,8,11,7,8,6,4,7,6,8,6,9,8,8,ok,no_info,712
W,1,0,2,0,0,7,8,3,0,7,8,8,5,9,0,8,ok,no_info,713
M,3,2,5,4,4,9,6,6,4,6,7,6,7,6,2,5,ok,no_info,714
M,4,8,4,6,3,8,7,12,1,6,9,8,8,6,0,8,ok,no_info,715
W,5,10,8,8,7,4,11,2,2,9,9,9,8,12,2,8,ok,no_info,716
M,4,7,6,5,6,7,8,6,4,7,6,8,5,9,7,7,ok,no_info,717
W,2,0,2,0,1,7,8,4,0,7,8,8,6,9,0,8,ok,no_info,718
N,4,8,6,6,4,7,9,2,4,9,5,6,5,9,1,7,ok,no_info,719
M,4,9,4,7,5,7,5,10,0,7,9,8,7,5,0,8,ok,no_info,720
N,4,8,4,6,2,7,7,14,2,4,6,8,6,8,0,8,ok,no_info,721
N,6,10,8,8,6,4,10,2,3,9,9,9,6,7,1,7,ok,no_info,722
N,8,13,10,7,4,5,9,4,4,13,10,9,6,9,0,9,ok,no_info,723
M,6,5,8,4,7,7,8,4,4,7,5,8,11,8,5,6,ok,no_info,724
W,5,8,5,6,4,2,10,2,3,10,11,9,6,10,1,7,ok,no_info,725
M,6,7,8,5,6,6,7,3,4,9,8,9,8,6,3,8,ok,no_info,726
W,5,8,7,6,3,7,8,5,2,7,8,8,9,9,0,8,ok,no_info,727
M,3,3,4,2,3,7,6,6,4,6,7,8,7,5,2,8,ok,no_info,728
M,4,5,7,3,4,8,7,3,4,9,6,7,8,6,2,7,ok,no_info,729
M,3,3,5,2,3,5,7,3,4,10,9,10,6,5,2,7,ok,no_info,730
N,1,1,2,2,1,7,8,5,3,8,7,7,4,8,1,7,ok,no_info,731
W,3,1,3,2,1,7,8,4,1,7,8,8,7,10,0,8,ok,no_info,732
N,4,9,4,6,2,7,7,14,2,4,6,8,6,8,0,8,ok,no_info,733
M,6,9,9,8,11,7,7,4,3,6,6,8,10,9,5,5,ok,no_info,734
W,5,10,7,7,4,6,8,5,2,7,8,8,9,9,0,8,ok,no_info,735
N,3,5,6,3,2,6,9,3,5,10,7,7,5,8,1,8,ok,no_info,736
W,6,11,9,8,4,11,7,5,2,6,9,8,9,9,0,8,ok,no_info,737
M,6,7,9,5,6,8,6,2,5,9,6,7,8,6,2,7,ok,no_info,738
N,4,9,5,7,4,8,7,13,1,6,6,8,5,9,0,8,ok,no_info,739
N,5,6,7,4,3,9,7,3,5,10,3,5,5,9,1,7,ok,no_info,740
W,6,8,6,6,5,6,10,4,3,9,7,6,7,12,3,6,ok,no_info,741
W,1,0,2,0,0,8,8,3,0,6,8,8,5,9,0,8,ok,no_info,742
M,5,6,8,4,4,7,6,2,5,9,7,8,8,5,2,8,ok,no_info,743
M,4,4,7,3,4,6,6,3,4,10,9,10,7,6,2,8,ok,no_info,744
M,3,6,4,4,4,8,5,10,0,6,8,8,6,5,0,7,ok,no_info,745
N,5,8,8,6,3,11,6,3,5,10,1,4,5,9,1,7,ok,no_info,746
M,4,9,5,6,5,8,6,11,1,7,8,8,7,5,0,8,ok,no_info,747
W,5,5,8,8,4,5,8,5,2,7,8,8,9,9,0,8,ok,no_info,748
W,5,11,8,8,13,8,5,6,3,7,6,8,14,10,4,9,ok,no_info,749
W,7,10,7,8,5,1,10,2,3,11,11,9,7,10,1,7,ok,no_info,750
N,3,6,5,4,3,7,8,6,5,7,7,6,5,9,1,6,ok,no_info,751
W,5,9,7,7,11,9,7,5,2,7,6,8,10,11,4,8,ok,no_info,752
W,4,7,6,5,3,7,8,5,1,7,8,8,8,9,0,8,ok,no_info,753
N,9,12,11,6,4,5,8,3,4,13,9,9,7,8,0,7,ok,no_info,754
M,4,7,6,5,6,7,9,6,3,7,6,8,5,9,5,8,ok,no_info,755
M,7,8,9,7,10,8,7,5,4,7,6,7,10,9,6,4,ok,no_info,756
N,4,9,4,7,2,7,7,14,2,5,6,8,6,8,0,8,ok,no_info,757
W,2,1,4,1,2,8,11,3,1,6,9,8,6,11,0,7,ok,no_info,758
W,4,8,6,6,7,7,8,5,3,7,9,8,6,8,3,8,ok,no_info,759
M,10,14,12,8,7,9,3,3,2,9,3,10,11,0,2,8,ok,no_info,760
W,6,6,6,4,4,1,12,3,2,11,10,8,6,11,1,7,ok,no_info,761
N,3,7,5,5,4,7,7,8,5,7,5,7,3,7,3,8,ok,no_info,762
N,5,10,7,7,5,8,8,6,5,6,6,5,6,9,2,6,ok,no_info,763
W,4,8,6,6,5,4,11,2,2,8,9,9,6,11,1,8,ok,no_info,764
N,5,10,6,7,5,9,8,6,5,6,5,4,6,10,3,5,ok,no_info,765
W,5,10,8,7,7,4,11,2,3,8,9,9,7,11,1,8,ok,no_info,766
N,4,7,4,5,2,7,7,14,2,4,6,8,6,8,0,8,ok,no_info,767
N,1,0,1,1,1,7,7,10,0,6,6,8,4,8,0,8,ok,no_info,768
N,3,2,4,3,3,7,8,5,5,7,6,6,6,9,2,5,ok,no_info,769
W,4,5,7,4,4,5,11,3,2,8,9,9,8,11,1,8,ok,no_info,770
W,7,6,9,6,10,7,8,5,5,7,5,8,10,10,9,8,ok,no_info,771
N,3,5,4,4,3,7,8,5,5,7,7,6,5,9,2,6,ok,no_info,772
N,4,5,6,4,3,6,10,2,4,10,7,7,5,8,1,8,ok,no_info,773
M,1,0,2,0,0,8,6,10,0,7,8,8,6,6,0,8,ok,no_info,774
N,4,10,4,8,3,7,7,14,2,5,6,8,6,8,0,8,ok,no_info,775
N,3,4,5,3,2,6,9,3,4,10,7,7,5,8,1,8,ok,no_info,776
W,6,9,6,6,5,2,11,2,3,10,10,8,5,11,1,7,ok,no_info,777
M,4,4,5,6,3,8,7,12,1,6,9,8,8,6,0,8,ok,no_info,778
M,4,7,5,5,3,8,7,12,1,6,9,8,8,6,0,8,ok,no_info,779
N,8,11,12,8,7,3,11,3,4,10,11,9,8,7,2,7,ok,no_info,780
N,4,7,7,5,6,7,8,3,5,7,6,7,6,8,7,4,ok,no_info,781
N,4,9,5,7,3,7,7,14,2,4,6,8,6,8,0,8,ok,no_info,782
N,11,13,9,8,5,4,8,5,6,3,2,13,7,11,2,7,ok,no_info,783
W,5,9,7,7,4,10,8,5,2,6,8,8,9,10,0,8,ok,no_info,784
M,5,8,7,6,7,7,7,6,5,6,7,7,9,8,3,6,ok,no_info,785
W,5,9,8,6,5,9,8,4,1,6,9,8,7,11,0,8,ok,no_info,786
N,2,1,3,2,2,6,8,5,4,8,7,7,5,9,1,6,ok,no_info,787
N,5,7,7,5,4,8,8,2,5,10,4,6,5,9,1,7,ok,no_info,788
M,4,6,5,8,4,8,7,12,2,6,9,8,8,6,0,8,ok,no_info,789
W,3,8,5,6,3,11,8,5,1,6,9,8,7,10,0,8,ok,no_info,790
W,10,12,9,6,4,5,9,2,2,7,10,7,9,12,1,6,ok,no_info,791
N,6,10,6,8,3,7,7,15,2,4,6,8,6,8,0,8,ok,no_info,792
W,3,4,5,3,3,6,11,3,2,7,9,8,7,11,0,8,ok,no_info,793
W,5,9,7,7,4,8,8,5,2,7,8,8,9,9,0,8,ok,no_info,794
M,5,5,6,4,4,7,6,6,5,6,7,9,9,6,2,8,ok,no_info,795
N,1,1,1,1,1,7,7,10,1,5,6,8,4,8,0,8,ok,no_info,796
M,8,10,8,5,4,7,10,5,6,4,5,10,9,8,2,8,ok,no_info,797
W,6,11,8,8,9,8,6,6,3,6,7,8,8,8,5,5,ok,no_info,798
W,4,8,6,6,7,7,8,5,3,7,8,8,5,8,3,8,ok,no_info,799
M,7,8,10,7,11,8,7,5,5,7,6,7,14,8,7,3,ok,no_info,800
W,5,8,8,6,11,8,7,5,2,7,6,8,13,11,3,9,ok,no_info,801
W,8,8,11,7,12,7,6,5,5,7,5,8,10,9,8,9,ok,no_info,802
M,6,9,8,7,9,7,9,7,5,7,6,8,10,10,8,6,ok,no_info,803
M,8,11,11,8,8,6,6,3,5,9,8,9,8,6,2,8,ok,no_info,804
M,4,9,7,6,9,8,6,3,1,7,4,8,10,7,2,6,ok,no_info,805
M,3,2,5,3,4,8,6,6,4,7,7,9,9,5,2,8,ok,no_info,806
M,2,3,4,2,2,8,7,2,4,9,6,8,6,5,1,7,ok,no_info,807
W,6,9,8,7,4,6,8,5,2,7,8,8,9,9,0,8,ok,no_info,808
M,5,7,9,5,10,9,7,3,3,8,4,7,11,6,3,5,ok,no_info,809
M,4,8,6,6,6,8,6,5,5,6,7,8,8,5,2,7,ok,no_info,810
N,3,6,5,4,5,8,7,4,4,7,5,7,5,10,6,4,ok,no_info,811
W,6,7,6,5,5,3,11,2,2,9,9,8,6,11,2,7,ok,no_info,812
N,5,11,7,8,9,9,8,5,4,7,5,5,7,11,9,4,ok,no_info,813
N,1,0,2,1,0,7,7,11,0,5,6,8,4,8,0,8,ok,no_info,814
N,5,7,7,5,4,10,8,4,6,10,1,4,5,9,1,7,ok,no_info,815
N,4,7,6,5,3,11,7,3,5,10,1,4,5,9,1,7,ok,no_info,816
W,3,7,5,5,3,8,8,4,1,7,8,8,8,10,0,8,ok,no_info,817
W,5,5,6,3,4,4,11,3,2,9,9,7,7,11,1,7,ok,no_info,818
W,4,5,6,3,3,7,11,2,2,7,9,8,8,11,0,8,ok,no_info,819
W,3,3,4,2,2,3,10,3,2,10,10,8,5,11,1,6,ok,no_info,820
M,6,10,8,7,6,11,5,3,4,9,3,6,8,6,2,9,ok,no_info,821
M,5,9,7,6,7,9,7,5,5,6,7,5,8,7,3,5,ok,no_info,822
M,4,7,6,5,5,11,6,3,4,9,3,6,7,6,2,8,ok,no_info,823
W,4,4,5,3,3,7,11,3,2,6,9,8,7,11,0,8,ok,no_info,824
W,4,11,7,8,11,8,6,7,3,7,6,8,14,10,5,9,ok,no_info,825
N,6,9,9,7,4,6,8,3,5,10,8,8,6,8,1,7,ok,no_info,826
M,10,9,10,4,4,7,11,5,5,4,5,10,10,12,2,7,ok,no_info,827
N,5,9,7,7,4,3,9,4,4,11,11,10,5,7,1,8,ok,no_info,828
W,6,11,10,8,7,4,11,2,3,8,9,9,8,11,1,8,ok,no_info,829
M,3,1,4,2,1,7,7,11,1,7,9,8,7,6,0,8,ok,no_info,830
W,3,7,5,5,4,7,11,2,2,7,8,8,6,11,1,8,ok,no_info,831
N,7,9,9,7,9,6,8,3,4,8,7,8,8,8,7,4,ok,no_info,832
N,7,9,8,4,3,10,6,3,4,13,3,7,6,8,0,8,ok,no_info,833
M,5,10,6,7,6,8,5,11,0,6,9,8,9,6,2,6,ok,no_info,834
W,3,9,5,6,5,7,11,2,2,6,8,8,7,11,0,8,ok,no_info,835
N,3,3,3,5,2,7,7,13,2,5,6,8,5,8,0,8,ok,no_info,836
W,6,10,8,8,9,7,9,6,4,7,9,7,7,7,5,10,ok,no_info,837
M,5,10,7,6,4,13,2,5,2,12,1,9,6,3,1,8,ok,no_info,838
M,9,14,11,8,7,5,4,4,3,7,4,10,10,1,2,8,ok,no_info,839
M,4,7,6,5,5,7,6,6,5,7,7,9,8,5,2,9,ok,no_info,840
M,4,5,8,4,4,9,6,3,5,9,5,7,8,7,2,8,ok,no_info,841
N,2,1,3,1,2,7,8,6,4,7,6,6,5,9,2,6,ok,no_info,842
M,3,4,6,3,3,5,6,4,4,10,10,11,8,7,3,8,ok,no_info,843
N,4,5,7,4,3,6,9,2,5,10,7,7,5,8,1,8,ok,no_info,844
M,6,10,9,8,9,7,6,5,5,7,7,11,14,6,2,9,ok,no_info,845
M,4,8,6,6,5,10,6,6,4,6,7,5,7,5,2,5,ok,no_info,846
W,5,8,7,6,4,3,11,3,3,9,10,10,7,11,1,8,ok,no_info,847
M,5,10,8,8,6,12,6,2,4,9,3,6,8,6,2,8,ok,no_info,848
M,5,7,7,6,9,5,8,5,3,6,5,8,11,7,6,8,ok,no_info,849
N,5,10,5,8,3,7,7,15,2,4,6,8,6,8,0,8,ok,no_info,850
M,4,5,8,4,4,7,6,3,4,9,7,8,7,5,2,8,ok,no_info,851
W,7,11,7,8,6,3,10,2,3,10,10,8,8,10,2,6,ok,no_info,852
N,8,15,10,9,5,4,9,4,4,13,11,9,6,9,0,9,ok,no_info,853
W,3,6,5,4,6,10,7,4,2,7,6,8,5,10,1,5,ok,no_info,854
M,4,7,8,5,8,10,4,2,1,9,4,9,8,6,2,6,ok,no_info,855
W,9,10,8,7,8,4,11,3,2,9,8,7,7,12,3,6,ok,no_info,856
W,3,2,5,4,3,7,10,2,2,6,9,8,7,11,0,7,ok,no_info,857
W,5,10,8,7,6,5,8,4,1,7,9,8,7,11,0,8,ok,no_info,858
N,7,13,8,7,4,4,9,4,4,13,11,10,5,9,0,8,ok,no_info,859
N,4,8,6,6,4,4,10,3,4,10,10,9,5,8,1,8,ok,no_info,860
M,4,9,5,7,6,7,6,10,1,7,8,8,8,5,0,8,ok,no_info,861
W,11,15,11,8,5,2,9,3,2,9,11,9,9,12,0,6,ok,no_info,862
N,2,4,4,3,2,7,9,2,4,10,6,6,5,8,1,7,ok,no_info,863
W,4,6,6,4,3,8,8,4,1,7,9,8,7,10,0,8,ok,no_info,864
W,9,10,9,7,6,3,11,2,3,9,9,8,8,11,2,6,ok,no_info,865
W,5,5,7,7,4,9,8,5,2,7,8,8,9,9,0,8,ok,no_info,866
M,4,8,5,6,3,7,7,12,1,7,9,8,8,6,0,8,ok,no_info,867
W,5,6,7,4,4,5,11,3,2,9,8,7,9,13,2,5,ok,no_info,868
N,5,10,7,7,5,7,8,6,6,6,6,6,6,8,1,6,ok,no_info,869
N,5,10,8,8,5,5,9,5,5,8,8,9,7,9,2,5,ok,no_info,870
W,1,0,2,1,1,8,8,4,0,7,8,8,6,10,0,8,ok,no_info,871
M,5,10,6,8,4,7,7,12,2,8,9,8,8,6,0,8,ok,no_info,872
M,5,2,6,4,4,8,6,7,5,7,7,8,8,6,2,7,ok,no_info,873
N,1,0,2,0,0,7,7,11,0,5,6,8,4,8,0,8,ok,no_info,874
M,7,6,10,6,10,7,8,4,4,7,5,7,11,8,5,5,ok,no_info,875
M,5,10,7,8,8,6,6,6,5,7,7,11,11,5,2,9,ok,no_info,876
M,3,3,6,2,3,8,5,3,4,10,7,9,7,5,2,8,ok,no_info,877
W,6,5,9,8,4,11,8,5,2,6,9,8,9,9,0,8,ok,no_info,878
M,5,8,8,6,6,8,6,6,5,6,7,8,8,6,2,7,ok,no_info,879
M,6,10,7,8,4,8,7,13,2,6,9,8,9,6,0,8,ok,no_info,880
W,3,1,5,2,2,7,11,3,2,7,9,8,6,11,0,8,ok,no_info,881
M,4,4,6,3,3,6,6,3,4,10,9,10,8,4,3,8,ok,no_info,882
M,3,4,4,2,3,8,6,6,4,7,7,9,9,5,1,8,ok,no_info,883
M,7,10,12,8,15,10,6,3,3,9,4,7,12,6,5,5,ok,no_info,884
W,6,10,8,8,9,8,7,6,3,7,8,8,10,6,6,11,ok,no_info,885
M,5,11,8,8,12,9,5,2,1,8,4,8,11,7,3,6,ok,no_info,886
M,3,5,6,3,4,5,6,3,4,10,9,10,7,6,2,8,ok,no_info,887
M,5,5,6,8,4,8,7,12,2,6,9,8,8,6,0,8,ok,no_info,888
W,3,3,4,1,2,4,10,3,2,9,9,7,5,10,1,6,ok,no_info,889
N,4,10,4,7,5,7,7,12,1,6,6,8,5,8,0,8,ok,no_info,890
M,4,2,5,4,4,8,6,6,4,6,7,8,8,6,2,7,ok,no_info,891
M,6,9,9,7,7,8,7,2,4,9,7,8,8,7,2,8,ok,no_info,892
N,2,3,4,2,1,7,8,3,4,10,6,6,5,8,0,7,ok,no_info,893
N,2,4,4,2,2,8,8,2,4,10,4,6,5,10,1,7,ok,no_info,894
N,7,10,10,8,6,9,9,2,5,10,4,5,7,9,2,8,ok,no_info,895
W,2,4,4,3,2,7,11,2,2,7,9,8,6,11,0,8,ok,no_info,896
M,4,4,6,3,3,7,6,3,4,10,8,9,9,5,3,9,ok,no_info,897
M,7,8,10,7,11,8,8,5,4,7,6,7,11,10,6,3,ok,no_info,898
N,5,6,7,4,4,11,7,3,5,10,1,4,5,9,1,7,ok,no_info,899
N,4,7,6,5,5,6,7,3,3,8,8,8,6,9,5,4,ok,no_info,900
W,7,8,7,6,5,4,11,3,3,9,9,7,7,11,2,6,ok,no_info,901
W,6,9,8,7,4,5,7,5,2,7,8,8,9,9,0,8,ok,no_info,902
W,4,7,6,5,4,5,11,2,3,8,9,9,7,11,1,8,ok,no_info,903
N,5,7,7,5,4,10,8,3,5,10,2,4,5,9,1,7,ok,no_info,904
N,6,8,9,6,4,8,8,3,5,10,5,6,6,9,2,7,ok,no_info,905
N,4,8,7,6,3,4,10,4,4,10,11,10,5,7,1,7,ok,no_info,906
N,4,7,6,5,4,7,9,5,5,7,6,6,6,10,2,5,ok,no_info,907
W,4,10,6,8,7,7,7,6,2,7,8,7,10,7,5,9,ok,no_info,908
N,8,11,12,8,6,7,9,2,5,9,6,6,6,9,1,8,ok,no_info,909
N,5,8,7,6,4,4,9,4,4,10,9,9,5,7,1,7,ok,no_info,910
W,8,15,8,8,6,1,7,2,3,9,10,9,9,10,1,5,ok,no_info,911
W,3,8,5,6,8,7,5,6,2,7,6,8,8,12,3,10,ok,no_info,912
N,2,0,2,1,1,7,7,12,1,5,6,8,5,8,0,8,ok,no_info,913
N,1,1,2,1,1,7,7,11,1,5,6,8,4,8,0,8,ok,no_info,914
W,3,3,4,2,2,6,11,3,2,8,8,7,5,11,1,6,ok,no_info,915
M,2,1,3,2,2,6,6,6,4,7,7,10,6,5,2,9,ok,no_info,916
W,3,2,5,3,3,8,11,2,2,6,9,8,6,11,1,7,ok,no_info,917
M,4,6,5,4,4,8,6,6,5,7,7,8,7,5,2,8,ok,no_info,918
W,5,10,7,8,7,10,11,2,2,5,8,8,8,13,2,7,ok,no_info,919
M,6,10,8,8,7,11,5,2,5,9,3,6,8,6,2,9,ok,no_info,920
N,3,6,4,4,2,7,7,14,2,5,6,8,6,8,0,8,ok,no_info,921
M,6,10,9,8,8,11,6,2,4,9,4,6,9,6,2,8,ok,no_info,922
M,5,4,6,6,3,7,7,12,2,7,9,8,9,6,0,8,ok,no_info,923
W,3,3,4,2,2,9,11,3,2,5,9,8,6,11,0,8,ok,no_info,924
W,4,3,6,5,3,5,8,5,1,7,8,8,8,9,0,8,ok,no_info,925
M,8,10,12,7,9,10,6,2,5,9,4,6,13,8,3,9,ok,no_info,926
M,2,1,2,2,1,7,6,10,0,7,8,8,6,6,0,8,ok,no_info,927
N,3,9,4,6,2,7,7,14,2,5,6,8,5,8,0,8,ok,no_info,928
W,5,11,8,8,7,10,8,5,1,6,10,7,9,13,1,5,ok,no_info,929
M,5,10,6,8,6,7,6,6,5,7,7,9,8,5,2,9,ok,no_info,930
W,7,9,9,8,11,9,8,6,5,7,5,8,11,10,9,4,ok,no_info,931
N,4,7,6,5,4,4,9,3,3,9,9,9,6,7,1,7,ok,no_info,932
W,5,9,5,4,4,9,8,3,3,6,8,6,9,10,2,6,ok,no_info,933
W,4,8,6,6,9,9,7,5,1,7,6,8,10,11,2,7,ok,no_info,934
W,5,10,7,8,9,8,8,5,3,7,9,8,6,8,3,7,ok,no_info,935
M,3,3,5,1,2,5,7,4,4,10,10,10,6,6,2,8,ok,no_info,936
N,7,12,8,6,4,12,4,5,3,13,0,7,5,7,0,7,ok,no_info,937
W,3,3,3,2,2,5,10,3,2,9,8,7,5,11,1,6,ok,no_info,938
N,4,4,4,6,2,7,7,14,2,4,6,8,6,8,0,8,ok,no_info,939
N,3,4,5,3,2,7,9,3,4,10,6,6,5,9,0,7,ok,no_info,940
N,4,8,5,6,2,7,7,14,2,4,6,8,6,8,0,8,ok,no_info,941
M,8,10,8,5,4,5,9,5,5,4,4,11,9,11,2,7,ok,no_info,942
W,4,5,5,3,3,4,10,2,2,10,9,8,6,11,1,7,ok,no_info,943
W,10,10,9,5,4,5,9,3,2,7,10,8,10,11,1,6,ok,no_info,944
W,9,12,9,6,5,4,7,2,4,7,10,8,10,10,2,5,ok,no_info,945
N,2,4,4,3,2,7,8,3,4,10,6,7,5,8,1,7,ok,no_info,946
W,4,3,4,2,2,4,10,2,2,9,9,7,5,11,1,6,ok,no_info,947
W,5,11,8,8,4,6,8,5,2,7,8,8,9,9,0,8,ok,no_info,948
W,6,10,9,8,8,6,12,2,2,7,8,8,7,12,1,8,ok,no_info,949
N,5,10,7,7,8,7,8,3,5,7,6,7,7,8,8,2,ok,no_info,950
M,6,4,6,7,4,7,7,13,2,7,9,8,9,6,0,8,ok,no_info,951
M,6,11,9,8,12,10,5,3,2,9,4,8,11,8,4,6,ok,no_info,952
M,7,11,9,8,10,7,10,7,5,7,7,9,8,10,7,12,ok,no_info,953
W,7,8,7,6,5,2,12,2,2,10,10,8,6,11,1,7,ok,no_info,954
N,4,6,6,4,4,8,8,6,6,6,5,4,6,10,3,5,ok,no_info,955
N,6,9,8,7,5,6,10,2,4,9,8,8,5,8,1,8,ok,no_info,956
M,6,6,8,5,8,8,9,4,5,6,6,6,9,6,6,4,ok,no_info,957
W,4,7,6,5,3,4,8,5,1,7,9,8,8,9,0,8,ok,no_info,958
M,5,9,6,5,3,11,3,2,2,10,3,9,7,2,1,9,ok,no_info,959
M,2,1,3,1,2,8,6,6,4,7,7,8,6,5,1,7,ok,no_info,960
M,1,0,2,0,0,8,6,9,0,7,8,8,5,6,0,8,ok,no_info,961
N,5,10,7,7,5,6,9,6,5,7,7,8,6,9,2,6,ok,no_info,962
W,3,3,4,2,2,5,10,3,2,9,9,7,5,11,1,7,ok,no_info,963
N,6,8,9,6,4,7,9,3,5,10,7,7,6,8,1,8,ok,no_info,964
W,4,4,5,3,3,5,11,3,2,9,8,7,6,11,2,6,ok,no_info,965
